Model Yr,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans in FE Guide (MFR entered for data entered after May 13 2011),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Trans Lockup,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Eng Mgmt System (Stop/Start Sys) Code,Eng Mgmt System (Stop/Start Sys) Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code,Charge Depleting Calc Appr Desc,Charge Sustaining Calc Appr Code,Charge Sustaining Calc Appr Desc,EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,,,
2011,General Motors,GMC,CANYON 2WD,GMX,304,2.9,4,Auto(A4),18,25,21,23.1377,34.1860,27.0753,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/3/2010,5279,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 2WD,GMX,318,2.9,4,Manual(M5),18,25,21,23.1589,35.2609,27.3890,,,,,NA,Naturally Aspirated,M,Manual,,5,N,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,5442,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 2WD,GMX,359,3.7,5,Auto(A4),17,23,19,21.0870,31.8408,24.8662,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,4931,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 2WD,GMX,397,5.3,8,Auto(A4),14,20,16,17.9000,27.3000,21.1821,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2812,2812,,,,,,,,,,,,,,,,,,1,1,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,5319,,N,N,,,N,N,Engine Block Material - Aluminum,N,,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON CAB CHASSIS INC 2WD,GMX,360,3.7,5,Auto(A4),15,20,17,19.0000,27.7000,22.1274,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,4932,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON CREW CAB 2WD,GMX,305,2.9,4,Auto(A4),18,25,21,23.1000,34.3000,27.0789,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/3/2010,5280,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON CREW CAB 2WD,GMX,319,2.9,4,Manual(M5),18,25,21,23.0000,35.5000,27.3305,,,,,NA,Naturally Aspirated,M,Manual,,5,N,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,5443,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON CREW CAB 2WD,GMX,361,3.7,5,Auto(A4),17,23,19,20.8000,31.6000,24.5804,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,4933,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON CREW CAB 2WD,GMX,398,5.3,8,Auto(A4),14,20,16,17.9000,27.3000,21.1821,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2812,2812,,,,,,,,,,,,,,,,,,1,1,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,5/14/2010,5320,,N,N,,,N,N,Engine Block Material - Aluminum,N,,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,NISSAN,FRONTIER 2WD,NSX,83,2.5,4,Auto(A5),17,22,19,21.0413,30.2637,24.3853,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/10/2010,4759,,N,N,,,N,N,,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,NISSAN,FRONTIER 2WD,NSX,84,2.5,4,Manual(M5),19,23,21,24.5000,31.9208,27.3625,,,,,NA,Naturally Aspirated,M,Manual,,5,N,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/2/2010,4758,,N,N,,,N,N,,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,NISSAN,FRONTIER 2WD,NSX,181,4.0,6,Auto(A5),15,20,17,18.3105,27.7875,21.6302,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/10/2010,4763,,N,N,,,N,N,For Frontier 2WD/4WD and Xterra 2WD/4WD,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,NISSAN,FRONTIER 2WD,NSX,182,4.0,6,Manual(M6),16,20,17,19.3983,27.6203,22.3987,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/10/2010,4762,,N,N,,,N,N,For Frontier 2WD/4WD and Xterra 2WD/4WD,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,SUZUKI,EQUATOR 2WD,NSX,85,2.5,4,Auto(A5),17,22,19,20.9000,30.6000,24.3774,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/2/2010,5140,,N,N,,,N,N,,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,SUZUKI,EQUATOR 2WD,NSX,86,2.5,4,Manual(M5),19,23,21,24.5000,31.8000,27.3225,19.4391,22.8718,20.8471,,NA,Naturally Aspirated,M,Manual,,5,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/2/2010,8983,,N,N,,,N,N,,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Nissan,SUZUKI,EQUATOR 2WD,NSX,481,4.0,6,Auto(A5),15,20,17,18.5000,27.5000,21.6951,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,2,Derived 5-cycle label,9/10/2010,4760,,N,N,,,N,N,For Frontier 2WD/4WD and Xterra 2WD/4WD,N,,Y,"ECM controlled,oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Toyota,TOYOTA,TACOMA 2WD,TYX,11,2.7,4,Auto(A4),19,25,21,24.2054,35.8200,28.3406,24.2054,24.6055,24.3838,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2142,2142,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,7/1/2010,4612,,N,N,,,N,N,,N,,Y,Intake,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Toyota,TOYOTA,TACOMA 2WD,TYX,12,2.7,4,Manual(M5),21,25,22,26.4857,36.3767,30.1782,26.4857,24.7545,25.6776,,NA,Naturally Aspirated,M,Manual,,5,N,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2048,2048,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,7/1/2010,4613,,N,N,,,N,N,,N,,Y,Intake,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Toyota,TOYOTA,TACOMA 2WD,TYX,15,4.0,6,Auto(A5),17,21,18,20.7000,29.2000,23.8203,,,,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2502,2502,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,7/1/2010,4619,,N,N,,,N,N,,N,,Y,Intake and exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Toyota,TOYOTA,TACOMA 2WD,TYX,16,4.0,6,Manual(M6),15,19,17,18.7000,26.9000,21.6730,,,,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,2,2,10,Small Pick-up Trucks 2WD,1,Derived 5-cycle label,7/1/2010,4620,,N,N,,,N,N,,N,,Y,Intake and exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO 4WD,GMX,452,2.9,4,Auto(A4),17,23,20,21.7000,32.4000,25.4878,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2250,2250,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5296,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO 4WD,GMX,473,2.9,4,Manual(M5),18,24,20,22.3000,34.1000,26.4130,,,,,NA,Naturally Aspirated,M,Manual,,5,N,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2250,2250,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/21/2010,5444,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO 4WD,GMX,475,3.7,5,Auto(A4),17,23,19,20.8159,31.3436,24.5224,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5289,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO 4WD,GMX,483,5.3,8,Auto(A4),14,19,16,17.1000,26.6000,20.3745,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2812,2812,,,,,,,,,,,,,,,,,,1,1,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/14/2010,5321,,N,N,,,N,N,Engine Block Material - Aluminum,N,,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO CAB CHASSIS INC 4WD,GMX,477,3.7,5,Auto(A4),16,21,18,19.6000,29.8000,23.1686,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2502,2502,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5291,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO CREW CAB 4WD,GMX,476,3.7,5,Auto(A4),16,21,18,19.6000,29.8000,23.1686,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2502,2502,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5290,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,Chevrolet,COLORADO CREW CAB 4WD,GMX,484,5.3,8,Auto(A4),14,19,16,17.1000,26.6000,20.3745,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2812,2812,,,,,,,,,,,,,,,,,,1,1,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/14/2010,5322,,N,N,,,N,N,Engine Block Material - Aluminum,N,,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,RANGER 4WD,FMX,104,4.0,6,Auto(A5),14,18,16,17.9171,24.5903,20.4095,14.4622,17.8134,15.7998,,NA,Naturally Aspirated,A,Automatic,,5,Y,N,P,Part-time 4-Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2812,2812,,,,,,,,,,,,,,,,,,1,1,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,7/23/2010,9618,,N,N,,,N,N,4.0L Ranger,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,Ford Motor Company,Ford,RANGER 4WD,FMX,141,4.0,6,Manual(M5),15,19,17,18.5177,26.2000,21.3325,,,,,NA,Naturally Aspirated,M,Manual,,5,N,N,P,Part-time 4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2646,2646,,,,,,,,,,,,,,,,,,1,1,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,7/23/2010,5820,,N,N,,,N,N,4.0L Ranger,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 4WD,GMX,453,2.9,4,Auto(A4),17,23,20,21.7000,32.4000,25.4878,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2250,2250,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5297,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 4WD,GMX,474,2.9,4,Manual(M5),18,24,20,22.3000,34.1000,26.4130,,,,,NA,Naturally Aspirated,M,Manual,,5,N,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2250,2250,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/21/2010,5445,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 4WD,GMX,478,3.7,5,Auto(A4),17,23,19,20.8278,31.3586,24.5356,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2367,2367,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5292,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON 4WD,GMX,485,5.3,8,Auto(A4),14,19,16,17.1000,26.6000,20.3745,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2812,2812,,,,,,,,,,,,,,,,,,1,1,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/14/2010,5323,,N,N,,,N,N,Engine Block Material - Aluminum,N,,Y,cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
2011,General Motors,GMC,CANYON CAB CHASSIS INC 4WD,GMX,480,3.7,5,Auto(A4),16,21,18,19.6000,29.8000,23.1686,,,,,NA,Naturally Aspirated,A,Automatic,,4,Y,N,4,4-Wheel Drive,,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2502,2502,,,,,,,,,,,,,,,,,,2,2,11,Small Pick-up Trucks 4WD,1,Derived 5-cycle label,5/3/2010,5294,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,MFI,Multipoint/sequential fuel injection,N,,,,N,No,,,,,,,,,,,,,
